scale	type	name	value
europe	parameter	Bet_pen_gmin	0.5
europe	parameter	Bet_pen_fnstorage	0.15
europe	parameter	Bet_pen_phengdd5ramp	200
europe	parameter	Bet_pen_tcmin_surv	-30
europe	parameter	Bet_pen_tcmin_est	-30
europe	parameter	Bet_pen_tcmax_est	7
europe	parameter	Bet_pen_twmin_est	5
europe	parameter	Bet_pen_gdd5min_est	700
europe	parameter	Bet_pen_k_chilla	0
europe	parameter	Bet_pen_k_chillb	350
europe	parameter	Bet_pen_k_chillk	0.05
europe	parameter	Bet_pen_fireresist	0.1
europe	parameter	Bet_pen_intc	0.02
europe	parameter	Bet_pen_longevity	200
europe	parameter	Bet_pen_drought_tolerance	0.42
europe	parameter	Bet_pen_eps_iso	0.2
europe	parameter	Bet_pen_seas_iso	1
europe	parameter	Bet_pen_eps_mon	6
europe	parameter	Bet_pen_storfrac_mon	0
europe	parameter	Bet_pub_include	1
europe	parameter	Bet_pub_sla	24.3
europe	parameter	Bet_pub_gmin	0.5
europe	parameter	Bet_pub_fnstorage	0.15
europe	parameter	Bet_pub_phengdd5ramp	200
europe	parameter	Bet_pub_tcmin_surv	-30
europe	parameter	Bet_pub_tcmin_est	-30
europe	parameter	Bet_pub_tcmax_est	3
europe	parameter	Bet_pub_twmin_est	5
europe	parameter	Bet_pub_gdd5min_est	350
europe	parameter	Bet_pub_k_chilla	0
europe	parameter	Bet_pub_k_chillb	350
europe	parameter	Bet_pub_k_chillk	0.05
europe	parameter	Bet_pub_fireresist	0.1
europe	parameter	Bet_pub_intc	0.02
europe	parameter	Bet_pub_longevity	200
europe	parameter	Bet_pub_drought_tolerance	0.5
europe	parameter	Bet_pub_eps_iso	0
europe	parameter	Bet_pub_seas_iso	1
europe	parameter	Bet_pub_eps_mon	1
europe	parameter	Bet_pub_storfrac_mon	0
europe	parameter	Car_bet_include	1
europe	parameter	Car_bet_sla	24.3
europe	parameter	Car_bet_gmin	0.5
europe	parameter	Car_bet_fnstorage	0.15
europe	parameter	Car_bet_phengdd5ramp	200
europe	parameter	Car_bet_tcmin_surv	-8
europe	parameter	Car_bet_tcmin_est	-8
europe	parameter	Car_bet_tcmax_est	5
europe	parameter	Car_bet_twmin_est	5
europe	parameter	Car_bet_gdd5min_est	1200
europe	parameter	Car_bet_k_chilla	0
europe	parameter	Car_bet_k_chillb	600
europe	parameter	Car_bet_k_chillk	0.05
europe	parameter	Car_bet_fireresist	0.1
europe	parameter	Car_bet_intc	0.02
europe	parameter	Car_bet_longevity	350
europe	parameter	Car_bet_drought_tolerance	0.33
europe	parameter	Car_bet_eps_iso	0
europe	parameter	Car_bet_seas_iso	1
europe	parameter	Car_bet_eps_mon	0.08
europe	parameter	Car_bet_storfrac_mon	0
europe	parameter	Cor_ave_include	1
europe	parameter	Cor_ave_crownarea_max	15
europe	parameter	Cor_ave_k_latosa	4000
europe	parameter	Cor_ave_sla	12
europe	parameter	Cor_ave_gmin	0.5
europe	parameter	Cor_ave_fnstorage	0.15
europe	parameter	Cor_ave_phengdd5ramp	200
europe	parameter	Cor_ave_tcmin_surv	-11
europe	parameter	Cor_ave_tcmin_est	-11
europe	parameter	Cor_ave_tcmax_est	7
europe	parameter	Cor_ave_twmin_est	5
europe	parameter	Cor_ave_gdd5min_est	800
europe	parameter	Cor_ave_k_chilla	0
europe	parameter	Cor_ave_k_chillb	350
europe	parameter	Cor_ave_k_chillk	0.05
europe	parameter	Cor_ave_fireresist	0.1
europe	parameter	Cor_ave_intc	0.02
europe	parameter	Cor_ave_longevity	100
europe	parameter	Cor_ave_drought_tolerance	0.3
europe	parameter	Cor_ave_eps_iso	0
europe	parameter	Cor_ave_seas_iso	1
europe	parameter	Cor_ave_eps_mon	0
europe	parameter	Cor_ave_storfrac_mon	0
europe	parameter	Fag_syl_include	1
europe	parameter	Fag_syl_sla	24.3
europe	parameter	Fag_syl_gmin	0.5
europe	parameter	Fag_syl_fnstorage	0.15
europe	parameter	Fag_syl_phengdd5ramp	200
europe	parameter	Fag_syl_tcmin_surv	-3.5
europe	parameter	Fag_syl_tcmin_est	-3.5
europe	parameter	Fag_syl_tcmax_est	6
europe	parameter	Fag_syl_twmin_est	5
europe	parameter	Fag_syl_gdd5min_est	1500
europe	parameter	Fag_syl_k_chilla	0
europe	parameter	Fag_syl_k_chillb	600
europe	parameter	Fag_syl_k_chillk	0.05
europe	parameter	Fag_syl_fireresist	0.1
europe	parameter	Fag_syl_intc	0.02
europe	parameter	Fag_syl_longevity	500
europe	parameter	Fag_syl_drought_tolerance	0.3
europe	parameter	Fag_syl_eps_iso	0
europe	parameter	Fag_syl_seas_iso	1
europe	parameter	Fag_syl_eps_mon	10
europe	parameter	Fag_syl_storfrac_mon	0
europe	parameter	Fra_exc_include	1
europe	parameter	Fra_exc_sla	24.3
europe	parameter	Fra_exc_gmin	0.5
europe	parameter	Fra_exc_fnstorage	0.15
europe	parameter	Fra_exc_phengdd5ramp	200
europe	parameter	Fra_exc_tcmin_surv	-16
europe	parameter	Fra_exc_tcmin_est	-16
europe	parameter	Fra_exc_tcmax_est	6
europe	parameter	Fra_exc_twmin_est	5
europe	parameter	Fra_exc_gdd5min_est	1100
europe	parameter	Fra_exc_k_chilla	0
europe	parameter	Fra_exc_k_chillb	100
europe	parameter	Fra_exc_k_chillk	0.05
europe	parameter	Fra_exc_fireresist	0.1
europe	parameter	Fra_exc_intc	0.02
europe	parameter	Fra_exc_longevity	350
europe	parameter	Fra_exc_drought_tolerance	0.4
europe	parameter	Fra_exc_eps_iso	0
europe	parameter	Fra_exc_seas_iso	1
europe	parameter	Fra_exc_eps_mon	0
europe	parameter	Fra_exc_storfrac_mon	0
europe	parameter	Jun_oxy_include	1
europe	parameter	Jun_oxy_rootdist	0.5 0.5
europe	parameter	Jun_oxy_k_latosa	1500
europe	parameter	Jun_oxy_crownarea_max	10
europe	parameter	Jun_oxy_sla	10
europe	parameter	Jun_oxy_gmin	0.5
europe	parameter	Jun_oxy_fnstorage	0.05
europe	parameter	Jun_oxy_leaflong	1.5
europe	parameter	Jun_oxy_turnover_leaf	0.6667
europe	parameter	Jun_oxy_phengdd5ramp	0
europe	parameter	Jun_oxy_tcmin_surv	0
europe	parameter	Jun_oxy_tcmin_est	1
europe	parameter	Jun_oxy_tcmax_est	1000
europe	parameter	Jun_oxy_twmin_est	-1000
europe	parameter	Jun_oxy_gdd5min_est	2200
europe	parameter	Jun_oxy_k_chilla	0
europe	parameter	Jun_oxy_k_chillb	100
europe	parameter	Jun_oxy_k_chillk	0.05
europe	parameter	Jun_oxy_fireresist	0.4
europe	parameter	Jun_oxy_intc	0.02
europe	parameter	Jun_oxy_longevity	200
europe	parameter	Jun_oxy_drought_tolerance	0.01
europe	parameter	Jun_oxy_eps_iso	0
europe	parameter	Jun_oxy_seas_iso	0
europe	parameter	Jun_oxy_eps_mon	2
europe	parameter	Jun_oxy_storfrac_mon	0.5
europe	parameter	MRS_include	1
europe	parameter	MRS_rootdist	0.9 0.1
europe	parameter	MRS_k_latosa	1500
europe	parameter	MRS_sla	10
europe	parameter	MRS_gmin	0.5
europe	parameter	MRS_leaflong	0.5
europe	parameter	MRS_turnover_leaf	1
europe	parameter	MRS_phengdd5ramp	0
europe	parameter	MRS_tcmin_surv	0
europe	parameter	MRS_tcmin_est	1
europe	parameter	MRS_tcmax_est	1000
europe	parameter	MRS_twmin_est	-1000
europe	parameter	MRS_gdd5min_est	2200
europe	parameter	MRS_k_chilla	0
europe	parameter	MRS_k_chillb	100
europe	parameter	MRS_k_chillk	0.05
europe	parameter	MRS_fireresist	0.3
europe	parameter	MRS_intc	0.02
europe	parameter	MRS_longevity	100
europe	parameter	MRS_drought_tolerance	0.01
europe	parameter	MRS_eps_iso	2
europe	parameter	MRS_seas_iso	0
europe	parameter	MRS_eps_mon	4
europe	parameter	MRS_storfrac_mon	0.5
europe	parameter	MRS_ga	0.04
europe	parameter	Pic_abi_include	1
europe	parameter	Pic_abi_rootdist	0.8 0.2
europe	parameter	Pic_abi_sla	9.3
europe	parameter	Pic_abi_gmin	0.3
europe	parameter	Pic_abi_fnstorage	0.05
europe	parameter	Pic_abi_leaflong	3
europe	parameter	Pic_abi_turnover_leaf	0.33
europe	parameter	Pic_abi_phengdd5ramp	0
europe	parameter	Pic_abi_tcmin_surv	-30
europe	parameter	Pic_abi_tcmin_est	-30
europe	parameter	Pic_abi_tcmax_est	-1.5
europe	parameter	Pic_abi_twmin_est	5
europe	parameter	Pic_abi_gdd5min_est	600
europe	parameter	Pic_abi_k_chilla	0
europe	parameter	Pic_abi_k_chillb	100
europe	parameter	Pic_abi_k_chillk	0.05
europe	parameter	Pic_abi_fireresist	0.1
europe	parameter	Pic_abi_intc	0.06
europe	parameter	Pic_abi_longevity	500
europe	parameter	Pic_abi_drought_tolerance	0.43
europe	parameter	Pic_abi_eps_iso	0.5
europe	parameter	Pic_abi_seas_iso	0
europe	parameter	Pic_abi_eps_mon	6
europe	parameter	Pic_abi_storfrac_mon	0.5
europe	parameter	Pic_sit_include	1
europe	parameter	Pic_sit_rootdist	0.8 0.2
europe	parameter	Pic_sit_k_latosa	4500
europe	parameter	Pic_sit_sla	9.3
europe	parameter	Pic_sit_gmin	0.3
europe	parameter	Pic_sit_fnstorage	0.05
europe	parameter	Pic_sit_leaflong	4
europe	parameter	Pic_sit_turnover_leaf	0.25
europe	parameter	Pic_sit_phengdd5ramp	0
europe	parameter	Pic_sit_tcmin_surv	-18
europe	parameter	Pic_sit_tcmin_est	-17
europe	parameter	Pic_sit_tcmax_est	5.5
europe	parameter	Pic_sit_twmin_est	-1000
europe	parameter	Pic_sit_gdd5min_est	450
europe	parameter	Pic_sit_k_chilla	0
europe	parameter	Pic_sit_k_chillb	100
europe	parameter	Pic_sit_k_chillk	0.05
europe	parameter	Pic_sit_fireresist	0.1
europe	parameter	Pic_sit_intc	0.06
europe	parameter	Pic_sit_longevity	700
europe	parameter	Pic_sit_drought_tolerance	0.5
europe	parameter	Pic_sit_eps_iso	0
europe	parameter	Pic_sit_seas_iso	0
europe	parameter	Pic_sit_eps_mon	0
europe	parameter	Pic_sit_storfrac_mon	0.5
europe	parameter	Pin_syl_include	1
europe	parameter	Pin_syl_k_latosa	3000
europe	parameter	Pin_syl_sla	9.3
europe	parameter	Pin_syl_gmin	0.3
europe	parameter	Pin_syl_fnstorage	0.05
europe	parameter	Pin_syl_leaflong	2
europe	parameter	Pin_syl_turnover_leaf	0.5
europe	parameter	Pin_syl_phengdd5ramp	0
europe	parameter	Pin_syl_tcmin_surv	-30
europe	parameter	Pin_syl_tcmin_est	-30
europe	parameter	Pin_syl_tcmax_est	-1
europe	parameter	Pin_syl_twmin_est	5
europe	parameter	Pin_syl_gdd5min_est	500
europe	parameter	Pin_syl_k_chilla	0
europe	parameter	Pin_syl_k_chillb	100
europe	parameter	Pin_syl_k_chillk	0.05
europe	parameter	Pin_syl_fireresist	0.2
europe	parameter	Pin_syl_intc	0.06
europe	parameter	Pin_syl_longevity	350
europe	parameter	Pin_syl_drought_tolerance	0.25
europe	parameter	Pin_syl_eps_iso	0
europe	parameter	Pin_syl_seas_iso	0
europe	parameter	Pin_syl_eps_mon	4
europe	parameter	Pin_syl_storfrac_mon	0.5
europe	parameter	Pin_hal_include	1
europe	parameter	Pin_hal_k_latosa	3000
europe	parameter	Pin_hal_sla	9.3
europe	parameter	Pin_hal_gmin	0.3
europe	parameter	Pin_hal_fnstorage	0.05
europe	parameter	Pin_hal_leaflong	2
europe	parameter	Pin_hal_turnover_leaf	0.5
europe	parameter	Pin_hal_phengdd5ramp	0
europe	parameter	Pin_hal_tcmin_surv	3
europe	parameter	Pin_hal_tcmin_est	3
europe	parameter	Pin_hal_tcmax_est	9
europe	parameter	Pin_hal_twmin_est	21
europe	parameter	Pin_hal_gdd5min_est	3000
europe	parameter	Pin_hal_k_chilla	0
europe	parameter	Pin_hal_k_chillb	100
europe	parameter	Pin_hal_k_chillk	0.05
europe	parameter	Pin_hal_fireresist	0.2
europe	parameter	Pin_hal_intc	0.06
europe	parameter	Pin_hal_longevity	350
europe	parameter	Pin_hal_drought_tolerance	0.05
europe	parameter	Pin_hal_eps_iso	0
europe	parameter	Pin_hal_seas_iso	0
europe	parameter	Pin_hal_eps_mon	10
europe	parameter	Pin_hal_storfrac_mon	0.5
europe	parameter	Pop_tre_include	1
europe	parameter	Pop_tre_rootdist	0.7 0.3
europe	parameter	Pop_tre_sla	24.3
europe	parameter	Pop_tre_gmin	0.5
europe	parameter	Pop_tre_fnstorage	0.15
europe	parameter	Pop_tre_phengdd5ramp	200
europe	parameter	Pop_tre_tcmin_surv	-31
europe	parameter	Pop_tre_tcmin_est	-30
europe	parameter	Pop_tre_tcmax_est	6
europe	parameter	Pop_tre_twmin_est	-1000
europe	parameter	Pop_tre_gdd5min_est	500
europe	parameter	Pop_tre_k_chilla	0
europe	parameter	Pop_tre_k_chillb	350
europe	parameter	Pop_tre_k_chillk	0.05
europe	parameter	Pop_tre_fireresist	0.2
europe	parameter	Pop_tre_intc	0.02
europe	parameter	Pop_tre_longevity	160
europe	parameter	Pop_tre_drought_tolerance	0.4
europe	parameter	Pop_tre_eps_iso	20
europe	parameter	Pop_tre_seas_iso	1
europe	parameter	Pop_tre_eps_mon	4
europe	parameter	Pop_tre_storfrac_mon	0
europe	parameter	Que_coc_include	1
europe	parameter	Que_coc_rootdist	0.5 0.5
europe	parameter	Que_coc_k_latosa	2500
europe	parameter	Que_coc_sla	10
europe	parameter	Que_coc_gmin	0.5
europe	parameter	Que_coc_leaflong	1.5
europe	parameter	Que_coc_turnover_leaf	0.6667
europe	parameter	Que_coc_phengdd5ramp	0
europe	parameter	Que_coc_tcmin_surv	0
europe	parameter	Que_coc_tcmin_est	0
europe	parameter	Que_coc_tcmax_est	11
europe	parameter	Que_coc_twmin_est	21
europe	parameter	Que_coc_gdd5min_est	2200
europe	parameter	Que_coc_k_chilla	0
europe	parameter	Que_coc_k_chillb	100
europe	parameter	Que_coc_k_chillk	0.05
europe	parameter	Que_coc_fireresist	0.3
europe	parameter	Que_coc_intc	0.02
europe	parameter	Que_coc_longevity	350
europe	parameter	Que_coc_drought_tolerance	0.1
europe	parameter	Que_coc_eps_iso	0.1
europe	parameter	Que_coc_seas_iso	0
europe	parameter	Que_coc_eps_mon	10
europe	parameter	Que_coc_storfrac_mon	0
europe	parameter	Que_coc_ga	0.04
europe	parameter	Que_ile_include	1
europe	parameter	Que_ile_rootdist	0.5 0.5
europe	parameter	Que_ile_k_latosa	3000
europe	parameter	Que_ile_sla	9.3
europe	parameter	Que_ile_gmin	0.5
europe	parameter	Que_ile_fnstorage	0.05
europe	parameter	Que_ile_leaflong	2
europe	parameter	Que_ile_turnover_leaf	0.5
europe	parameter	Que_ile_phengdd5ramp	0
europe	parameter	Que_ile_tcmin_surv	3
europe	parameter	Que_ile_tcmin_est	3
europe	parameter	Que_ile_tcmax_est	7
europe	parameter	Que_ile_twmin_est	5
europe	parameter	Que_ile_gdd5min_est	1800
europe	parameter	Que_ile_k_chilla	0
europe	parameter	Que_ile_k_chillb	100
europe	parameter	Que_ile_k_chillk	0.05
europe	parameter	Que_ile_fireresist	0.3
europe	parameter	Que_ile_intc	0.02
europe	parameter	Que_ile_longevity	350
europe	parameter	Que_ile_drought_tolerance	0.1
europe	parameter	Que_ile_eps_iso	0.05
europe	parameter	Que_ile_seas_iso	0
europe	parameter	Que_ile_eps_mon	16
europe	parameter	Que_ile_storfrac_mon	0
europe	parameter	Que_pub_include	1
europe	parameter	Que_pub_sla	24.3
europe	parameter	Que_pub_gmin	0.5
europe	parameter	Que_pub_fnstorage	0.15
europe	parameter	Que_pub_phengdd5ramp	200
europe	parameter	Que_pub_tcmin_surv	-6
europe	parameter	Que_pub_tcmin_est	-5
europe	parameter	Que_pub_tcmax_est	6
europe	parameter	Que_pub_twmin_est	-1000
europe	parameter	Que_pub_gdd5min_est	1900
europe	parameter	Que_pub_k_chilla	0
europe	parameter	Que_pub_k_chillb	100
europe	parameter	Que_pub_k_chillk	0.05
europe	parameter	Que_pub_fireresist	0.2
europe	parameter	Que_pub_intc	0.02
europe	parameter	Que_pub_longevity	500
europe	parameter	Que_pub_drought_tolerance	0.2
europe	parameter	Que_pub_eps_iso	50
europe	parameter	Que_pub_seas_iso	1
europe	parameter	Que_pub_eps_mon	0
europe	parameter	Que_pub_storfrac_mon	0
europe	parameter	Que_rob_include	1
europe	parameter	Que_rob_sla	24.3
europe	parameter	Que_rob_gmin	0.5
europe	parameter	Que_rob_fnstorage	0.15
europe	parameter	Que_rob_phengdd5ramp	200
europe	parameter	Que_rob_tcmin_surv	-10
europe	parameter	Que_rob_tcmin_est	-9
europe	parameter	Que_rob_tcmax_est	6
europe	parameter	Que_rob_twmin_est	5
europe	parameter	Que_rob_gdd5min_est	1100
europe	parameter	Que_rob_k_chilla	0
europe	parameter	Que_rob_k_chillb	100
europe	parameter	Que_rob_k_chillk	0.05
europe	parameter	Que_rob_fireresist	0.2
europe	parameter	Que_rob_intc	0.02
europe	parameter	Que_rob_longevity	500
europe	parameter	Que_rob_drought_tolerance	0.25
europe	parameter	Que_rob_eps_iso	40
europe	parameter	Que_rob_seas_iso	1
europe	parameter	Que_rob_eps_mon	0
europe	parameter	Que_rob_storfrac_mon	0
europe	parameter	Til_cor_include	1
europe	parameter	Til_cor_rootdist	0.8 0.2
europe	parameter	Til_cor_sla	24.3
europe	parameter	Til_cor_gmin	0.5
europe	parameter	Til_cor_fnstorage	0.15
europe	parameter	Til_cor_phengdd5ramp	200
europe	parameter	Til_cor_tcmin_surv	-12
europe	parameter	Til_cor_tcmin_est	-11
europe	parameter	Til_cor_tcmax_est	5
europe	parameter	Til_cor_twmin_est	5
europe	parameter	Til_cor_gdd5min_est	1100
europe	parameter	Til_cor_k_chilla	0
europe	parameter	Til_cor_k_chillb	600
europe	parameter	Til_cor_k_chillk	0.05
europe	parameter	Til_cor_fireresist	0.1
europe	parameter	Til_cor_intc	0.02
europe	parameter	Til_cor_longevity	350
europe	parameter	Til_cor_drought_tolerance	0.33
europe	parameter	Til_cor_eps_iso	0
europe	parameter	Til_cor_seas_iso	1
europe	parameter	Til_cor_eps_mon	0
europe	parameter	Til_cor_storfrac_mon	0
europe	parameter	Ulm_gla_include	1
europe	parameter	Ulm_gla_sla	24.3
europe	parameter	Ulm_gla_gmin	0.5
europe	parameter	Ulm_gla_fnstorage	0.15
europe	parameter	Ulm_gla_phengdd5ramp	200
europe	parameter	Ulm_gla_tcmin_surv	-10.5
europe	parameter	Ulm_gla_tcmin_est	-9.5
europe	parameter	Ulm_gla_tcmax_est	6
europe	parameter	Ulm_gla_twmin_est	5
europe	parameter	Ulm_gla_gdd5min_est	850
europe	parameter	Ulm_gla_k_chilla	0
europe	parameter	Ulm_gla_k_chillb	100
europe	parameter	Ulm_gla_k_chillk	0.05
europe	parameter	Ulm_gla_fireresist	0.1
europe	parameter	Ulm_gla_intc	0.02
europe	parameter	Ulm_gla_longevity	350
europe	parameter	Ulm_gla_drought_tolerance	0.4
europe	parameter	Ulm_gla_eps_iso	0
europe	parameter	Ulm_gla_seas_iso	1
europe	parameter	Ulm_gla_eps_mon	0
europe	parameter	Ulm_gla_storfrac_mon	0
europe	parameter	C3_gr_include	1
europe	parameter	C3_gr_rootdist	0.9 0.1
europe	parameter	C3_gr_sla	32.4
europe	parameter	C3_gr_gmin	0.5
europe	parameter	C3_gr_leaflong	0.5
europe	parameter	C3_gr_turnover_leaf	1
europe	parameter	C3_gr_turnover_root	0.7
europe	parameter	C3_gr_phengdd5ramp	100
europe	parameter	C3_gr_pstemp_min	-5
europe	parameter	C3_gr_pstemp_low	10
europe	parameter	C3_gr_pstemp_high	30
europe	parameter	C3_gr_pstemp_max	45
europe	parameter	C3_gr_tcmin_surv	-1000
europe	parameter	C3_gr_tcmin_est	-1000
europe	parameter	C3_gr_tcmax_est	1000
europe	parameter	C3_gr_twmin_est	-1000
europe	parameter	C3_gr_gdd5min_est	0
europe	parameter	C3_gr_parff_min	2000000
europe	parameter	C3_gr_fireresist	0.5
europe	parameter	C3_gr_intc	0.01
europe	parameter	C3_gr_drought_tolerance	0.01
europe	parameter	C3_gr_eps_iso	0
europe	parameter	C3_gr_seas_iso	1
europe	parameter	C3_gr_eps_mon	1
europe	parameter	C3_gr_storfrac_mon	0.5
europe	parameter	C4_gr_include	1
europe	parameter	C4_gr_rootdist	0.9 0.1
europe	parameter	C4_gr_gmin	0.5
europe	parameter	C4_gr_leaflong	0.5
europe	parameter	C4_gr_turnover_leaf	1
europe	parameter	C4_gr_turnover_root	0.7
europe	parameter	C4_gr_phengdd5ramp	100
europe	parameter	C4_gr_pstemp_min	6
europe	parameter	C4_gr_pstemp_low	20
europe	parameter	C4_gr_pstemp_high	45
europe	parameter	C4_gr_pstemp_max	55
europe	parameter	C4_gr_tcmin_surv	15.5
europe	parameter	C4_gr_tcmin_est	15.5
europe	parameter	C4_gr_tcmax_est	1000
europe	parameter	C4_gr_twmin_est	-1000
europe	parameter	C4_gr_gdd5min_est	0
europe	parameter	C4_gr_parff_min	1000000
europe	parameter	C4_gr_fireresist	0.5
europe	parameter	C4_gr_intc	0.01
europe	parameter	C4_gr_drought_tolerance	0.01
europe	parameter	C4_gr_eps_iso	0
europe	parameter	C4_gr_seas_iso	1
europe	parameter	C4_gr_eps_mon	1
europe	parameter	C4_gr_storfrac_mon	0.5
